month_year,loyalty_number,year,month,total_flights,distance,points_accumulated,points_redeemed,dollar_cost_points_redeemed,start_of_the_year,start_of_the_quarter,start_of_the_month
04-2017,749441,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,786703,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,813520,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,829684,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,846458,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,852855,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,871740,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,874158,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,891105,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,899543,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,913156,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,913809,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,958923,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,976489,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,978712,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,988234,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,316323,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,993058,2017,4,0,0,0.0,462,83,2017-01-01,2017-04-01,2017-04-01
04-2017,439675,2017,4,0,0,0.0,505,91,2017-01-01,2017-04-01,2017-04-01
04-2017,667356,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,492966,2017,4,4,7612,7612.0,364,66,2017-01-01,2017-04-01,2017-04-01
04-2017,144756,2017,4,4,8828,8828.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,165138,2017,4,4,7236,7236.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,702478,2017,4,4,9312,9312.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,842959,2017,4,4,9392,9392.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,196016,2017,4,4,8868,8868.0,414,75,2017-01-01,2017-04-01,2017-04-01
04-2017,143981,2017,4,3,6669,6669.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,157005,2017,4,3,3693,3693.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,306676,2017,4,3,7344,7344.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,523394,2017,4,3,4920,4920.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,548238,2017,4,3,2415,2415.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,680738,2017,4,3,3492,3492.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,691520,2017,4,3,4530,4530.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,716393,2017,4,3,7035,7035.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,651694,2017,4,3,7344,7344.0,440,79,2017-01-01,2017-04-01,2017-04-01
04-2017,129555,2017,4,2,1730,1730.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,214878,2017,4,2,4838,4838.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,784838,2017,4,2,1562,1562.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,905907,2017,4,2,4416,4416.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,367617,2017,4,2,4198,4198.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,197192,2017,4,2,3148,3148.0,456,82,2017-01-01,2017-04-01,2017-04-01
04-2017,253619,2017,4,1,805,805.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,729084,2017,4,1,1845,1845.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,994285,2017,4,1,2033,2033.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,102726,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,116732,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,138449,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,174669,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,182272,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,202108,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,224402,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,257509,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,217967,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,262810,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,265677,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,270570,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,274622,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,304131,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,344669,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,349730,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,374941,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,376863,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,408931,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,410341,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,421001,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,431187,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,442458,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,444154,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,445599,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,483969,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,500060,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,501363,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,513820,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,516474,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,523979,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,526644,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,530712,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,536371,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,547561,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,549444,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,550839,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
