month_year,loyalty_number,year,month,total_flights,distance,points_accumulated,points_redeemed,dollar_cost_points_redeemed,start_of_the_year,start_of_the_quarter,start_of_the_month
06-2017,660349,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,673934,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,681961,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,708258,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,711285,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,740509,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,745636,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,813868,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,844125,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,863392,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,880849,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,925918,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,989568,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,354176,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,840667,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,705020,2017,6,6,11478,11478.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,784838,2017,6,6,7020,7020.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,947620,2017,6,6,4002,4002.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,965605,2017,6,6,8394,8394.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,407768,2017,6,5,4850,4850.0,518,93,2017-01-01,2017-04-01,2017-06-01
06-2017,315361,2017,6,5,10240,10240.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,528809,2017,6,5,9415,9415.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,798279,2017,6,5,7245,7245.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,106757,2017,6,4,9688,9688.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,126424,2017,6,4,7980,7980.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,453654,2017,6,4,5612,5612.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,715015,2017,6,4,4480,4480.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,915638,2017,6,4,6656,6656.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,988043,2017,6,4,10000,10000.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,333799,2017,6,3,3384,3384.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,560713,2017,6,3,6432,6432.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,913233,2017,6,3,5244,5244.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,995527,2017,6,3,2268,2268.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,260464,2017,6,2,1436,1436.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,523246,2017,6,2,2782,2782.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,760645,2017,6,2,4138,4138.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,921886,2017,6,2,4950,4950.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,490439,2017,6,2,2856,2856.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,572812,2017,6,2,1038,1038.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,283654,2017,6,1,2287,2287.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,177146,2017,6,1,1299,1299.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,264723,2017,6,1,2222,2222.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,732081,2017,6,1,546,546.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,911971,2017,6,1,867,867.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,105074,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,136232,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,140381,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,212848,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,213013,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,233774,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,273353,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,294071,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,299769,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,312226,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,316666,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,336139,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,393975,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,432961,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,440511,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,456785,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,463361,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,486956,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,509686,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,514900,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,540497,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,570406,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,597124,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,603082,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,632720,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,663918,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,671906,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,687951,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,753149,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,776782,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,782804,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,791280,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,802452,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,803252,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,836550,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,884522,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,943056,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,954952,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,974500,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,986461,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,472589,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,536699,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,602384,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,333694,2017,6,6,11580,11580.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,645244,2017,6,6,3534,3534.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,678454,2017,6,6,11538,11538.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,834576,2017,6,6,8202,8202.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,932270,2017,6,6,5046,5046.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,138768,2017,6,5,10030,10030.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,315848,2017,6,5,10310,10310.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,471204,2017,6,5,3685,3685.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,519203,2017,6,5,3155,3155.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,540011,2017,6,5,10685,10685.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,593340,2017,6,5,7670,7670.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,595965,2017,6,5,8280,8280.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,803150,2017,6,5,10625,10625.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,288500,2017,6,5,4470,4470.0,733,132,2017-01-01,2017-04-01,2017-06-01
06-2017,283929,2017,6,4,7668,7668.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,289665,2017,6,4,9908,9908.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,521684,2017,6,4,4496,4496.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,536018,2017,6,4,5432,5432.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,544493,2017,6,4,6328,6328.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,644163,2017,6,4,4360,4360.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,930325,2017,6,4,8444,8444.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,422803,2017,6,4,4852,4852.0,518,93,2017-01-01,2017-04-01,2017-06-01
06-2017,188033,2017,6,3,2061,2061.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,272787,2017,6,3,3945,3945.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,280641,2017,6,3,7104,7104.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,692992,2017,6,3,5199,5199.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,774103,2017,6,3,4233,4233.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,810448,2017,6,3,1845,1845.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,231755,2017,6,3,3618,3618.0,775,140,2017-01-01,2017-04-01,2017-06-01
06-2017,553089,2017,6,3,3780,3780.0,695,125,2017-01-01,2017-04-01,2017-06-01
06-2017,172259,2017,6,2,1906,1906.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,918478,2017,6,2,2526,2526.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,140768,2017,6,2,2654,2654.0,564,102,2017-01-01,2017-04-01,2017-06-01
06-2017,253852,2017,6,2,2928,2928.0,802,144,2017-01-01,2017-04-01,2017-06-01
06-2017,258088,2017,6,1,602,602.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,356558,2017,6,1,1103,1103.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,453494,2017,6,1,1745,1745.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,456140,2017,6,1,2143,2143.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,478770,2017,6,1,1211,1211.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,576071,2017,6,1,1086,1086.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,664084,2017,6,1,1567,1567.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,861696,2017,6,1,1617,1617.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,923062,2017,6,1,1067,1067.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,958931,2017,6,1,1549,1549.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,123164,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,168418,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,170534,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,230124,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,242719,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,257864,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
