month_year,loyalty_number,year,month,total_flights,distance,points_accumulated,points_redeemed,dollar_cost_points_redeemed,start_of_the_year,start_of_the_quarter,start_of_the_month
10-2018,970351,2018,10,6,6024,9036.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,163615,2018,10,4,9360,9360.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,175584,2018,10,4,2024,2024.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,404846,2018,10,4,7568,7568.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,431521,2018,10,4,4292,4292.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,568798,2018,10,4,7308,7308.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,568953,2018,10,4,3996,3996.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,711874,2018,10,4,8552,8552.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,159751,2018,10,3,1812,1812.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,194709,2018,10,3,3360,3360.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,224130,2018,10,3,4026,4026.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,244308,2018,10,3,2034,2034.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,262810,2018,10,3,3855,3855.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,297568,2018,10,3,3849,3849.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,545567,2018,10,3,7191,7191.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,680565,2018,10,3,4002,4002.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,720514,2018,10,3,6510,6510.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,740407,2018,10,3,5961,5961.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,882466,2018,10,3,6714,6714.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,591579,2018,10,2,2638,2638.0,552,99,2018-01-01,2018-10-01,2018-10-01
10-2018,154172,2018,10,2,1920,1920.0,543,98,2018-01-01,2018-10-01,2018-10-01
10-2018,177814,2018,10,2,1994,1994.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,279380,2018,10,2,2566,2566.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,401336,2018,10,2,4806,4806.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,407798,2018,10,2,2288,2288.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,447647,2018,10,2,2702,2702.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,482551,2018,10,2,1812,1812.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,509044,2018,10,2,4270,4270.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,549541,2018,10,2,4248,4248.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,622019,2018,10,2,1548,1548.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,734880,2018,10,2,1870,1870.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,799437,2018,10,2,4942,4942.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,817520,2018,10,2,3590,3590.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,836343,2018,10,2,4856,4856.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,862258,2018,10,2,4586,4586.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,325830,2018,10,2,1540,2310.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,391313,2018,10,1,512,512.0,615,111,2018-01-01,2018-10-01,2018-10-01
10-2018,345765,2018,10,1,918,918.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,403052,2018,10,1,935,935.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,414305,2018,10,1,1908,1908.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,571340,2018,10,1,894,894.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,575571,2018,10,1,1481,1481.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,611689,2018,10,1,629,629.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,627373,2018,10,1,1822,1822.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,690971,2018,10,1,545,545.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,755367,2018,10,1,1061,1061.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,152499,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,313996,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,314065,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,390377,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,397787,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,577872,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,578788,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,589430,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,603050,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,685631,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,753977,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,387523,2018,10,0,0,0.0,403,73,2018-01-01,2018-10-01,2018-10-01
10-2018,123538,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,183305,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,189329,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,201276,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,238063,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,250391,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,275849,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,290756,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,353455,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,354442,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,397377,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,402332,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,433815,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,494498,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,638466,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,656858,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,664737,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,693625,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,698915,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,733658,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,735515,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,746772,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,775678,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,785992,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,840515,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,840659,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,879812,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,899543,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,928644,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,935665,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,973951,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,369084,2018,10,2,1132,1698.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,562361,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,921776,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,104267,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,168160,2018,10,6,13752,20628.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,257705,2018,10,4,4084,4084.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,428536,2018,10,4,6168,6168.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,682813,2018,10,4,5564,5564.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,723186,2018,10,4,7788,7788.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,861877,2018,10,4,5124,5124.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,950915,2018,10,4,5900,5900.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,301094,2018,10,3,2154,2154.0,506,91,2018-01-01,2018-10-01,2018-10-01
10-2018,543460,2018,10,3,2433,2433.0,511,92,2018-01-01,2018-10-01,2018-10-01
10-2018,162166,2018,10,3,3843,3843.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,775176,2018,10,3,2514,2514.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,819255,2018,10,3,6654,6654.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,864318,2018,10,3,2811,2811.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,392774,2018,10,2,4732,4732.0,353,64,2018-01-01,2018-10-01,2018-10-01
10-2018,207865,2018,10,2,4570,4570.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,225746,2018,10,2,1288,1288.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,275244,2018,10,2,3374,3374.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,348202,2018,10,2,4834,4834.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,361439,2018,10,2,4402,4402.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,385718,2018,10,2,1976,1976.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,415372,2018,10,2,1518,1518.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,761240,2018,10,2,2946,2946.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,767907,2018,10,2,4490,4490.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,967035,2018,10,2,2164,2164.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,981201,2018,10,2,1518,1518.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,820341,2018,10,1,1201,1201.0,480,86,2018-01-01,2018-10-01,2018-10-01
10-2018,162456,2018,10,1,1477,1477.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,454880,2018,10,1,1403,1403.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,488009,2018,10,1,773,773.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,742493,2018,10,1,2080,2080.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,752826,2018,10,1,1092,1092.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,873116,2018,10,1,1510,1510.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,889023,2018,10,1,1639,1639.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,110603,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,357567,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,475175,2018,10,0,0,0.0,377,68,2018-01-01,2018-10-01,2018-10-01
10-2018,142371,2018,10,0,0,0.0,438,79,2018-01-01,2018-10-01,2018-10-01
10-2018,873426,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,103731,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,122577,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,210770,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,217054,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,218757,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,229265,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,251521,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,265975,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,278045,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,281328,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,314898,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,335755,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,381786,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,417553,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,442956,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,516255,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,537887,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,641970,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,664183,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,679437,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,706747,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,712874,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,749684,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,751823,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,752729,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,759310,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,790940,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,870223,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,920171,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,927676,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,937430,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,949952,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,954453,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,981427,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,979449,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,745901,2018,10,4,4788,7182.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,847312,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,925850,2018,10,4,2316,3474.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,348448,2018,10,4,2708,2708.0,574,103,2018-01-01,2018-10-01,2018-10-01
10-2018,302657,2018,10,4,7512,7512.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,305412,2018,10,4,7536,7536.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,523110,2018,10,4,8844,8844.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,561961,2018,10,4,5812,5812.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,580554,2018,10,4,8172,8172.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,631379,2018,10,4,6992,6992.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,675538,2018,10,4,9852,9852.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,829588,2018,10,4,8612,8612.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,899760,2018,10,4,6120,6120.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,670666,2018,10,3,2217,2217.0,343,62,2018-01-01,2018-10-01,2018-10-01
10-2018,127311,2018,10,3,4359,4359.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,160707,2018,10,3,3990,3990.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,174743,2018,10,3,2358,2358.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,309277,2018,10,3,7197,7197.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,313688,2018,10,3,1827,1827.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,641050,2018,10,3,2682,2682.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,150751,2018,10,2,4652,4652.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,212849,2018,10,2,4144,4144.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,240829,2018,10,2,3366,3366.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,325134,2018,10,2,2536,2536.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,337842,2018,10,2,1526,1526.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,485674,2018,10,2,4710,4710.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,591272,2018,10,2,3768,3768.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,681328,2018,10,2,2976,2976.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,765079,2018,10,2,4432,4432.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,772181,2018,10,2,2142,2142.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,783363,2018,10,2,2180,2180.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,914074,2018,10,2,1706,1706.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,982202,2018,10,2,3324,3324.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,168290,2018,10,1,2016,2016.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,316527,2018,10,1,508,508.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,352617,2018,10,1,1882,1882.0,0,0,2018-01-01,2018-10-01,2018-10-01
